name,weighted,edges,nodes,log_nodes,max_degree,mean_degree,min_degree
fresh_webs/Healy,True,634,96,4.564348191467836,37,13.208333333333334,1
fresh_webs/Kyeburn,True,629,98,4.584967478670572,43,12.83673469387755,1
fresh_webs/LilKyeburn,True,375,78,4.356708826689592,26,9.615384615384615,1
fresh_webs/Martins,True,343,105,4.653960350157523,50,6.533333333333333,1
fresh_webs/Narrowdale,True,155,71,4.2626798770413155,40,4.366197183098592,1
fresh_webs/NorthCol,True,241,78,4.356708826689592,33,6.17948717948718,1
fresh_webs/Powder,True,268,78,4.356708826689592,33,6.871794871794871,1
fresh_webs/Stony,True,832,113,4.727387818712341,45,14.725663716814159,0
fresh_webs/SuttonAu,True,335,83,4.418840607796598,30,8.072289156626505,0
fresh_webs/SuttonSp,True,391,79,4.3694478524670215,25,9.89873417721519,0
fresh_webs/SuttonSu,True,424,94,4.543294782270004,42,9.02127659574468,0
fresh_webs/Troy,True,181,78,4.356708826689592,30,4.641025641025641,0
fresh_webs/Venlaw,True,187,69,4.23410650459726,26,5.420289855072464,0
sp_hypertext/contacts,False,41636,113,4.727387818712341,1483,368.46017699115043,2
sp_hypertext/intervals,False,4392,113,4.727387818712341,98,38.86725663716814,1
football,False,1226,115,4.74493212836325,12,10.660869565217391,7
football_tsevans,False,1226,115,4.74493212836325,12,10.660869565217391,7
revolution,False,320,141,4.948759890378168,59,2.269503546099291,1
email_company,True,82927,167,5.117993812416755,9053,993.1377245508982,1
sp_high_school_new/2011,False,57122,126,4.836281906951478,1702,453.3492063492063,6
sp_high_school_new/2012,False,90094,180,5.19295685089021,2785,500.52222222222224,3
foodweb_little_rock,False,2494,183,5.209486152841421,108,27.256830601092897,1
student_cooperation,False,720,185,5.220355825078324,10,3.891891891891892,1
jazz_collab,False,5484,198,5.288267030694535,100,27.696969696969695,1
interactome_pdz,False,488,212,5.356586274672012,21,2.30188679245283,1
physician_trust,False,1098,241,5.484796933490655,34,9.112033195020746,1
contact,True,56488,274,5.6131281063880705,2092,206.16058394160584,1
malaria_genes/HVR_1,False,5624,307,5.726847747587197,55,18.319218241042346,1
malaria_genes/HVR_2,False,2892,307,5.726847747587197,32,9.420195439739414,0
malaria_genes/HVR_3,False,1318,307,5.726847747587197,17,4.293159609120521,0
malaria_genes/HVR_4,False,2428,307,5.726847747587197,26,7.908794788273616,0
malaria_genes/HVR_5,False,5368,307,5.726847747587197,48,17.485342019543975,0
malaria_genes/HVR_6,False,6526,307,5.726847747587197,61,21.257328990228014,0
malaria_genes/HVR_7,False,23376,307,5.726847747587197,152,76.14332247557003,0
malaria_genes/HVR_8,False,7922,307,5.726847747587197,74,25.80456026058632,0
malaria_genes/HVR_9,False,15158,307,5.726847747587197,119,49.37459283387622,0
malaria_genes/combined,False,70612,307,5.726847747587197,437,230.00651465798046,40
sp_high_school/proximity,False,377016,329,5.796057750765372,4647,1145.9452887537993,0
sp_high_school/diaries,True,502,329,5.796057750765372,17,3.0516717325227964,0
sp_high_school/survey,False,668,329,5.796057750765372,27,4.060790273556231,0
sp_high_school/facebook,False,2874,329,5.796057750765372,49,8.735562310030396,0
marvel_partnerships,False,692,350,5.857933154483459,12,1.977142857142857,1
kidnappings,False,402,351,5.860786223465865,58,2.2905982905982905,1
facebook_friends,False,3976,362,5.8916442118257715,63,10.98342541436464,0
ugandan_village/friendship-1,False,1200,203,5.313205979041787,38,5.911330049261084,1
ugandan_village/friendship-2,False,1550,182,5.204006687076795,55,8.516483516483516,1
ugandan_village/friendship-3,False,2362,192,5.2574953720277815,64,12.302083333333334,1
ugandan_village/friendship-4,False,4604,320,5.768320995793772,73,14.3875,1
ugandan_village/friendship-5,False,1644,184,5.214935757608986,41,8.934782608695652,1
ugandan_village/friendship-6,False,1418,139,4.9344739331306915,50,10.201438848920864,1
ugandan_village/friendship-7,False,1858,121,4.795790545596741,45,15.355371900826446,2
ugandan_village/friendship-8,False,3804,369,5.910796644040527,73,10.308943089430894,1
ugandan_village/friendship-9,False,2496,178,5.181783550292085,97,14.02247191011236,1
ugandan_village/friendship-10,False,2360,207,5.332718793265369,53,11.400966183574878,1
ugandan_village/friendship-11,False,2366,250,5.521460917862246,49,9.464,1
ugandan_village/friendship-12,False,1924,229,5.43372200355424,71,8.40174672489083,1
ugandan_village/friendship-13,False,1746,183,5.209486152841421,40,9.540983606557377,1
ugandan_village/friendship-14,False,1206,124,4.820281565605037,41,9.725806451612904,1
ugandan_village/friendship-15,False,590,120,4.787491742782046,18,4.916666666666667,1
ugandan_village/friendship-16,False,2950,372,5.918893854273146,52,7.93010752688172,1
ugandan_village/friendship-17,False,600,65,4.174387269895637,34,9.23076923076923,1
ugandan_village/health-advice_1,False,946,190,5.247024072160486,61,4.978947368421053,1
ugandan_village/health-advice_2,False,864,170,5.135798437050262,71,5.08235294117647,1
ugandan_village/health-advice_3,False,1364,185,5.220355825078324,81,7.372972972972973,1
ugandan_village/health-advice_4,False,2236,316,5.755742213586912,77,7.075949367088608,1
ugandan_village/health-advice_5,False,846,168,5.123963979403259,74,5.035714285714286,1
ugandan_village/health-advice_6,False,644,134,4.897839799950911,84,4.8059701492537314,1
ugandan_village/health-advice_7,False,1154,121,4.795790545596741,62,9.537190082644628,2
ugandan_village/health-advice_8,False,2720,361,5.8888779583328805,86,7.534626038781163,1
ugandan_village/health-advice_9,False,1356,173,5.153291594497779,104,7.838150289017341,1
ugandan_village/health-advice_10,False,1768,205,5.3230099791384085,79,8.62439024390244,1
ugandan_village/health-advice_11,False,1176,240,5.480638923341991,89,4.9,1
ugandan_village/health-advice_12,False,1158,221,5.3981627015177525,100,5.239819004524887,1
ugandan_village/health-advice_13,False,716,173,5.153291594497779,51,4.138728323699422,1
ugandan_village/health-advice_14,False,730,120,4.787491742782046,27,6.083333333333333,1
ugandan_village/health-advice_15,False,420,117,4.762173934797756,37,3.58974358974359,1
ugandan_village/health-advice_16,False,1968,350,5.857933154483459,189,5.622857142857143,1
ugandan_village/health-advice_17,False,318,63,4.143134726391533,31,5.0476190476190474,1
sp_colocation/Thiers13,False,37226078,332,5.805134968916488,195938,112126.74096385542,0
sp_colocation/SFHH,False,2834970,403,5.998936561946683,45531,7034.665012406948,22
sp_colocation/LyonSchool,False,13188984,242,5.488937726156687,97198,54499.93388429752,7576
sp_colocation/LH10,False,300252,81,4.394449154672439,15599,3706.814814814815,0
sp_colocation/InVS15,False,2566388,232,5.44673737166631,39888,11062.01724137931,0
sp_colocation/InVS13,False,788494,100,4.605170185988092,27488,7884.94,0
ecoli_transcription/v1.0,False,577,424,6.049733455231958,74,2.7216981132075473,1
ecoli_transcription/v1.1,False,578,423,6.0473721790462776,74,2.7328605200945626,1
eu_airlines,True,7176,450,6.1092475827643655,156,15.946666666666667,0
celegans_metabolic,True,9192,453,6.115892125483034,644,20.29139072847682,1
wiki_science,False,13046,687,6.532334292222349,105,18.98981077147016,1
internet_top_pop/Aarnet,False,48,19,2.9444389791664403,4,2.526315789473684,1
internet_top_pop/Abilene,False,28,11,2.3978952727983707,3,2.5454545454545454,2
internet_top_pop/Abvt,False,62,23,3.1354942159291497,5,2.6956521739130435,1
internet_top_pop/Aconet,False,62,23,3.1354942159291497,8,2.6956521739130435,1
internet_top_pop/Agis,False,60,25,3.2188758248682006,6,2.4,1
internet_top_pop/Ai3,False,18,10,2.302585092994046,7,1.8,1
internet_top_pop/Airtel,False,74,16,2.772588722239781,14,4.625,1
internet_top_pop/Amres,False,48,25,3.2188758248682006,7,1.92,1
internet_top_pop/Ans,False,50,18,2.8903717578961645,4,2.7777777777777777,1
internet_top_pop/Arn,False,58,30,3.4011973816621555,12,1.9333333333333333,1
internet_top_pop/Arnes,False,94,34,3.5263605246161616,10,2.764705882352941,1
internet_top_pop/Arpanet196912,False,8,4,1.3862943611198906,3,2.0,1
internet_top_pop/Arpanet19706,False,20,9,2.1972245773362196,3,2.2222222222222223,1
internet_top_pop/Arpanet19719,False,44,18,2.8903717578961645,4,2.4444444444444446,2
internet_top_pop/Arpanet19723,False,56,25,3.2188758248682006,3,2.24,1
internet_top_pop/Arpanet19728,False,64,29,3.367295829986474,3,2.206896551724138,2
internet_top_pop/AsnetAm,False,158,65,4.174387269895637,19,2.4307692307692306,1
internet_top_pop/Atmnet,False,44,21,3.044522437723423,3,2.0952380952380953,1
internet_top_pop/AttMpls,False,114,25,3.2188758248682006,10,4.56,2
internet_top_pop/Azrena,False,50,22,3.091042453358316,6,2.272727272727273,1
internet_top_pop/Bandcon,False,56,22,3.091042453358316,5,2.5454545454545454,0
internet_top_pop/Basnet,False,12,7,1.9459101490553132,6,1.7142857142857142,1
internet_top_pop/Bbnplanet,False,56,27,3.295836866004329,5,2.074074074074074,1
internet_top_pop/Bellcanada,False,130,48,3.871201010907891,6,2.7083333333333335,1
internet_top_pop/Bellsouth,False,132,51,3.9318256327243257,18,2.588235294117647,1
internet_top_pop/Belnet2003,False,86,23,3.1354942159291497,16,3.739130434782609,1
internet_top_pop/Belnet2004,False,86,23,3.1354942159291497,16,3.739130434782609,1
internet_top_pop/Belnet2005,False,88,23,3.1354942159291497,16,3.8260869565217392,1
internet_top_pop/Belnet2006,False,88,23,3.1354942159291497,16,3.8260869565217392,1
internet_top_pop/Belnet2007,False,62,21,3.044522437723423,8,2.9523809523809526,2
internet_top_pop/Belnet2008,False,62,21,3.044522437723423,8,2.9523809523809526,2
internet_top_pop/Belnet2009,False,62,21,3.044522437723423,8,2.9523809523809526,2
internet_top_pop/Belnet2010,False,64,22,3.091042453358316,8,2.909090909090909,2
internet_top_pop/BeyondTheNetwork,False,130,53,3.970291913552122,9,2.452830188679245,1
internet_top_pop/Bics,False,96,33,3.4965075614664802,8,2.909090909090909,1
internet_top_pop/Biznet,False,66,29,3.367295829986474,4,2.2758620689655173,1
internet_top_pop/Bren,False,76,37,3.6109179126442243,9,2.054054054054054,1
internet_top_pop/BsonetEurope,False,48,18,2.8903717578961645,7,2.6666666666666665,1
internet_top_pop/BtAsiaPac,False,62,20,2.995732273553991,12,3.1,1
internet_top_pop/BtEurope,False,74,24,3.1780538303479458,13,3.0833333333333335,1
internet_top_pop/BtLatinAmerica,False,100,51,3.9318256327243257,6,1.9607843137254901,0
internet_top_pop/BtNorthAmerica,False,152,36,3.58351893845611,10,4.222222222222222,2
internet_top_pop/Canerie,False,82,32,3.4657359027997265,7,2.5625,1
internet_top_pop/Carnet,False,86,44,3.784189633918261,18,1.9545454545454546,1
internet_top_pop/Cernet,False,118,41,3.713572066704308,17,2.8780487804878048,1
internet_top_pop/Cesnet1993,False,18,10,2.302585092994046,7,1.8,1
internet_top_pop/Cesnet1997,False,24,13,2.5649493574615367,5,1.8461538461538463,1
internet_top_pop/Cesnet1999,False,24,13,2.5649493574615367,9,1.8461538461538463,1
internet_top_pop/Cesnet2001,False,46,23,3.1354942159291497,12,2.0,1
internet_top_pop/Cesnet200304,False,66,29,3.367295829986474,12,2.2758620689655173,1
internet_top_pop/Cesnet200511,False,88,39,3.6635616461296463,13,2.2564102564102564,1
internet_top_pop/Cesnet200603,False,88,39,3.6635616461296463,13,2.2564102564102564,1
internet_top_pop/Cesnet200706,False,102,44,3.784189633918261,18,2.3181818181818183,1
internet_top_pop/Cesnet201006,False,126,52,3.9512437185814275,19,2.423076923076923,1
internet_top_pop/Chinanet,False,132,42,3.7376696182833684,20,3.142857142857143,1
internet_top_pop/Claranet,False,36,15,2.70805020110221,6,2.4,1
internet_top_pop/Cogentco,False,490,197,5.2832037287379885,9,2.487309644670051,1
internet_top_pop/Colt,False,382,153,5.030437921392435,18,2.496732026143791,1
internet_top_pop/Columbus,False,170,70,4.248495242049359,5,2.4285714285714284,1
internet_top_pop/Compuserve,False,34,14,2.6390573296152584,7,2.4285714285714284,1
internet_top_pop/CrlNetworkServices,False,76,33,3.4965075614664802,5,2.303030303030303,1
internet_top_pop/Cudi,False,104,51,3.9318256327243257,12,2.0392156862745097,1
internet_top_pop/Cwix,False,82,36,3.58351893845611,10,2.2777777777777777,1
internet_top_pop/Cynet,False,58,30,3.4011973816621555,15,1.9333333333333333,1
internet_top_pop/Darkstrand,False,62,28,3.332204510175204,3,2.2142857142857144,2
internet_top_pop/Dataxchange,False,22,6,1.791759469228055,5,3.6666666666666665,1
internet_top_pop/Deltacom,False,366,113,4.727387818712341,10,3.2389380530973453,1
internet_top_pop/DeutscheTelekom,False,124,39,3.6635616461296463,10,3.1794871794871793,0
internet_top_pop/Dfn,False,174,58,4.060443010546419,15,3.0,1
internet_top_pop/DialtelecomCz,False,302,193,5.262690188904886,6,1.5647668393782384,0
internet_top_pop/Digex,False,76,31,3.4339872044851463,4,2.4516129032258065,2
internet_top_pop/Easynet,False,58,19,2.9444389791664403,6,3.0526315789473686,1
internet_top_pop/Eenet,False,32,13,2.5649493574615367,9,2.4615384615384617,1
internet_top_pop/EliBackbone,False,60,20,2.995732273553991,6,3.0,2
internet_top_pop/Epoch,False,14,6,1.791759469228055,3,2.3333333333333335,2
internet_top_pop/Ernet,False,64,30,3.4011973816621555,8,2.1333333333333333,1
internet_top_pop/Esnet,False,184,68,4.219507705176107,15,2.7058823529411766,1
internet_top_pop/Eunetworks,False,38,15,2.70805020110221,4,2.533333333333333,0
internet_top_pop/Evolink,False,90,37,3.6109179126442243,15,2.4324324324324325,1
internet_top_pop/Fatman,False,42,17,2.833213344056216,9,2.4705882352941178,1
internet_top_pop/Fccn,False,54,23,3.1354942159291497,13,2.347826086956522,1
internet_top_pop/Forthnet,False,124,62,4.127134385045092,21,2.0,1
internet_top_pop/Funet,False,62,26,3.258096538021482,6,2.3846153846153846,1
internet_top_pop/Gambia,False,56,28,3.332204510175204,11,2.0,1
internet_top_pop/Garr199901,False,36,16,2.772588722239781,7,2.25,1
internet_top_pop/Garr199904,False,50,23,3.1354942159291497,9,2.1739130434782608,1
internet_top_pop/Garr199905,False,50,23,3.1354942159291497,9,2.1739130434782608,1
internet_top_pop/Garr200109,False,48,22,3.091042453358316,10,2.1818181818181817,1
internet_top_pop/Garr200112,False,52,24,3.1780538303479458,10,2.1666666666666665,1
internet_top_pop/Garr200212,False,58,27,3.295836866004329,12,2.1481481481481484,1
internet_top_pop/Garr200404,False,48,22,3.091042453358316,9,2.1818181818181817,1
internet_top_pop/Garr200902,False,142,54,3.9889840465642745,11,2.6296296296296298,1
internet_top_pop/Garr200908,False,136,54,3.9889840465642745,11,2.5185185185185186,1
internet_top_pop/Garr200909,False,138,55,4.007333185232471,11,2.5090909090909093,1
internet_top_pop/Garr200912,False,136,54,3.9889840465642745,11,2.5185185185185186,1
internet_top_pop/Garr201001,False,136,54,3.9889840465642745,11,2.5185185185185186,1
internet_top_pop/Garr201003,False,142,54,3.9889840465642745,11,2.6296296296296298,1
internet_top_pop/Garr201004,False,142,54,3.9889840465642745,11,2.6296296296296298,1
internet_top_pop/Garr201005,False,144,55,4.007333185232471,11,2.618181818181818,1
internet_top_pop/Garr201007,False,148,55,4.007333185232471,11,2.690909090909091,1
internet_top_pop/Garr201008,False,148,55,4.007333185232471,11,2.690909090909091,1
internet_top_pop/Garr201010,False,150,56,4.02535169073515,11,2.6785714285714284,1
internet_top_pop/Garr201012,False,150,56,4.02535169073515,11,2.6785714285714284,1
internet_top_pop/Garr201101,False,152,56,4.02535169073515,11,2.7142857142857144,1
internet_top_pop/Garr201102,False,154,57,4.04305126783455,11,2.7017543859649122,1
internet_top_pop/Garr201103,False,162,58,4.060443010546419,13,2.793103448275862,1
internet_top_pop/Garr201104,False,166,59,4.07753744390572,13,2.8135593220338984,1
internet_top_pop/Garr201105,False,168,59,4.07753744390572,14,2.847457627118644,1
internet_top_pop/Garr201107,False,170,59,4.07753744390572,14,2.8813559322033897,1
internet_top_pop/Garr201108,False,170,59,4.07753744390572,14,2.8813559322033897,1
internet_top_pop/Garr201109,False,172,59,4.07753744390572,14,2.9152542372881354,1
internet_top_pop/Garr201110,False,174,59,4.07753744390572,14,2.9491525423728815,1
internet_top_pop/Garr201111,False,174,60,4.0943445622221,14,2.9,1
internet_top_pop/Garr201112,False,178,61,4.110873864173311,14,2.918032786885246,1
internet_top_pop/Garr201201,False,178,61,4.110873864173311,14,2.918032786885246,1
internet_top_pop/Gblnet,False,14,8,2.0794415416798357,5,1.75,1
internet_top_pop/Geant2001,False,76,27,3.295836866004329,8,2.814814814814815,1
internet_top_pop/Geant2009,False,104,34,3.5263605246161616,9,3.0588235294117645,1
internet_top_pop/Geant2010,False,116,37,3.6109179126442243,9,3.135135135135135,1
internet_top_pop/Geant2012,False,122,40,3.6888794541139363,10,3.05,1
internet_top_pop/Getnet,False,16,7,1.9459101490553132,4,2.2857142857142856,1
internet_top_pop/Globalcenter,False,72,9,2.1972245773362196,8,8.0,8
internet_top_pop/Globenet,False,226,67,4.204692619390966,9,3.373134328358209,1
internet_top_pop/Goodnet,False,62,17,2.833213344056216,9,3.6470588235294117,1
internet_top_pop/Grena,False,30,16,2.772588722239781,3,1.875,1
internet_top_pop/Gridnet,False,40,9,2.1972245773362196,5,4.444444444444445,4
internet_top_pop/Grnet,False,94,37,3.6109179126442243,13,2.5405405405405403,1
internet_top_pop/GtsCe,False,386,149,5.003946305945459,9,2.5906040268456376,1
internet_top_pop/GtsCzechRepublic,False,66,32,3.4657359027997265,7,2.0625,1
internet_top_pop/GtsHungary,False,62,30,3.4011973816621555,17,2.066666666666667,1
internet_top_pop/GtsPoland,False,74,33,3.4965075614664802,7,2.242424242424242,1
internet_top_pop/GtsRomania,False,48,21,3.044522437723423,11,2.2857142857142856,1
internet_top_pop/GtsSlovakia,False,74,35,3.5553480614894135,15,2.1142857142857143,1
internet_top_pop/Harnet,False,50,21,3.044522437723423,7,2.380952380952381,1
internet_top_pop/Heanet,False,26,7,1.9459101490553132,8,3.7142857142857144,2
internet_top_pop/HiberniaCanada,False,28,13,2.5649493574615367,3,2.1538461538461537,1
internet_top_pop/HiberniaGlobal,False,162,55,4.007333185232471,7,2.9454545454545453,1
internet_top_pop/HiberniaIreland,False,16,8,2.0794415416798357,4,2.0,1
internet_top_pop/HiberniaNireland,False,44,18,2.8903717578961645,4,2.4444444444444446,2
internet_top_pop/HiberniaUk,False,30,15,2.70805020110221,3,2.0,1
internet_top_pop/HiberniaUs,False,58,22,3.091042453358316,4,2.6363636363636362,1
internet_top_pop/Highwinds,False,106,18,2.8903717578961645,14,5.888888888888889,1
internet_top_pop/HostwayInternational,False,42,16,2.772588722239781,4,2.625,1
internet_top_pop/HurricaneElectric,False,74,24,3.1780538303479458,8,3.0833333333333335,1
internet_top_pop/Ibm,False,48,18,2.8903717578961645,4,2.6666666666666665,1
internet_top_pop/Iij,False,132,37,3.6109179126442243,19,3.5675675675675675,1
internet_top_pop/Iinet,False,70,31,3.4339872044851463,11,2.2580645161290325,1
internet_top_pop/Ilan,False,30,14,2.6390573296152584,8,2.142857142857143,1
internet_top_pop/Integra,False,72,27,3.295836866004329,5,2.6666666666666665,1
internet_top_pop/Intellifiber,False,194,73,4.290459441148391,7,2.6575342465753424,1
internet_top_pop/Internetmci,False,90,19,2.9444389791664403,10,4.7368421052631575,2
internet_top_pop/Internode,False,156,66,4.189654742026425,12,2.3636363636363638,1
internet_top_pop/Interoute,False,316,110,4.700480365792417,7,2.8727272727272726,1
internet_top_pop/Intranetwork,False,106,39,3.6635616461296463,6,2.717948717948718,1
internet_top_pop/Ion,False,300,125,4.8283137373023015,6,2.4,1
internet_top_pop/IowaStatewideFiberMap,False,82,33,3.4965075614664802,5,2.484848484848485,1
internet_top_pop/Iris,False,128,51,3.9318256327243257,6,2.5098039215686274,1
internet_top_pop/Istar,False,46,23,3.1354942159291497,7,2.0,1
internet_top_pop/Itnet,False,20,11,2.3978952727983707,10,1.8181818181818181,1
internet_top_pop/Janetbackbone,False,90,29,3.367295829986474,10,3.103448275862069,2
internet_top_pop/JanetExternal,False,20,12,2.4849066497880004,5,1.6666666666666667,1
internet_top_pop/Janetlense,False,80,20,2.995732273553991,20,4.0,1
internet_top_pop/Jgn2Plus,False,34,18,2.8903717578961645,8,1.8888888888888888,1
internet_top_pop/Karen,False,60,25,3.2188758248682006,7,2.4,1
internet_top_pop/Kdl,False,1798,754,6.625392368007956,7,2.3846153846153846,1
internet_top_pop/KentmanApr2007,False,48,23,3.1354942159291497,8,2.0869565217391304,0
internet_top_pop/KentmanAug2005,False,58,28,3.332204510175204,9,2.0714285714285716,0
internet_top_pop/KentmanFeb2008,False,56,26,3.258096538021482,9,2.1538461538461537,1
internet_top_pop/KentmanJan2011,False,78,38,3.6375861597263857,13,2.0526315789473686,1
internet_top_pop/KentmanJul2005,False,34,16,2.772588722239781,6,2.125,1
internet_top_pop/Kreonet,False,24,13,2.5649493574615367,9,1.8461538461538463,1
internet_top_pop/LambdaNet,False,92,42,3.7376696182833684,5,2.1904761904761907,1
internet_top_pop/Latnet,False,148,69,4.23410650459726,30,2.1449275362318843,1
internet_top_pop/Layer42,False,14,6,1.791759469228055,4,2.3333333333333335,1
internet_top_pop/Litnet,False,86,43,3.7612001156935624,13,2.0,1
internet_top_pop/Marnet,False,54,20,2.995732273553991,17,2.7,1
internet_top_pop/Marwan,False,36,16,2.772588722239781,5,2.25,1
internet_top_pop/Missouri,False,166,67,4.204692619390966,5,2.4776119402985075,1
internet_top_pop/Mren,False,10,6,1.791759469228055,5,1.6666666666666667,1
internet_top_pop/Myren,False,80,37,3.6109179126442243,17,2.1621621621621623,1
internet_top_pop/Napnet,False,14,6,1.791759469228055,5,2.3333333333333335,1
internet_top_pop/Navigata,False,34,13,2.5649493574615367,7,2.6153846153846154,1
internet_top_pop/Netrail,False,20,7,1.9459101490553132,5,2.857142857142857,2
internet_top_pop/NetworkUsa,False,78,35,3.5553480614894135,5,2.2285714285714286,1
internet_top_pop/Nextgen,False,40,17,2.833213344056216,4,2.3529411764705883,2
internet_top_pop/Niif,False,82,36,3.58351893845611,14,2.2777777777777777,1
internet_top_pop/Noel,False,50,19,2.9444389791664403,6,2.6315789473684212,1
internet_top_pop/Nordu1989,False,12,7,1.9459101490553132,5,1.7142857142857142,1
internet_top_pop/Nordu1997,False,26,14,2.6390573296152584,10,1.8571428571428572,1
internet_top_pop/Nordu2005,False,20,9,2.1972245773362196,8,2.2222222222222223,1
internet_top_pop/Nordu2010,False,34,18,2.8903717578961645,8,1.8888888888888888,1
internet_top_pop/Nsfcnet,False,20,10,2.302585092994046,6,2.0,0
internet_top_pop/Nsfnet,False,30,13,2.5649493574615367,4,2.3076923076923075,1
internet_top_pop/Ntelos,False,122,48,3.871201010907891,5,2.5416666666666665,0
internet_top_pop/Ntt,False,432,47,3.8501476017100584,67,9.191489361702128,0
internet_top_pop/Oteglobe,False,212,93,4.532599493153256,7,2.2795698924731185,0
internet_top_pop/Oxford,False,52,20,2.995732273553991,5,2.6,2
internet_top_pop/Pacificwave,False,54,18,2.8903717578961645,13,3.0,1
internet_top_pop/Packetexchange,False,54,21,3.044522437723423,4,2.5714285714285716,1
internet_top_pop/Padi,False,12,15,2.70805020110221,6,0.8,0
internet_top_pop/Palmetto,False,140,45,3.8066624897703196,6,3.111111111111111,2
internet_top_pop/Peer1,False,40,16,2.772588722239781,5,2.5,1
internet_top_pop/Pern,False,258,127,4.844187086458591,31,2.031496062992126,1
internet_top_pop/PionierL1,False,82,36,3.58351893845611,5,2.2777777777777777,1
internet_top_pop/PionierL3,False,104,38,3.6375861597263857,9,2.736842105263158,1
internet_top_pop/Psinet,False,50,24,3.1780538303479458,4,2.0833333333333335,1
internet_top_pop/Quest,False,62,20,2.995732273553991,6,3.1,1
internet_top_pop/RedBestel,False,202,84,4.430816798843313,9,2.4047619047619047,1
internet_top_pop/Rediris,False,64,19,2.9444389791664403,11,3.3684210526315788,1
internet_top_pop/Renam,False,8,5,1.6094379124341003,4,1.6,1
internet_top_pop/Renater1999,False,46,24,3.1780538303479458,10,1.9166666666666667,1
internet_top_pop/Renater2001,False,54,24,3.1780538303479458,9,2.25,1
internet_top_pop/Renater2004,False,72,30,3.4011973816621555,15,2.4,1
internet_top_pop/Renater2006,False,86,33,3.4965075614664802,11,2.606060606060606,1
internet_top_pop/Renater2008,False,86,33,3.4965075614664802,11,2.606060606060606,1
internet_top_pop/Renater2010,False,112,43,3.7612001156935624,10,2.604651162790698,1
internet_top_pop/Restena,False,42,19,2.9444389791664403,7,2.210526315789474,1
internet_top_pop/Reuna,False,72,37,3.6109179126442243,6,1.945945945945946,1
